id,order_id,product_id,quantity,unit_price,total_price,status,created_at,updated_at
97,01M0MX49WGBCF37W3Y4XEHEWSK,4088862F2RR4FH8VD6HQ69ZM,5,350.00,1750.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
98,01M0MX49WGBCF37W3Y4XEHEWSK,414773WE720HJ0P121AG8FHQ,5,350.00,1750.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
99,01M0MX49WGBCF37W3Y4XEHEWSK,413521JP1792738MBB68XMK5,2,350.00,700.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
100,01M0MX49WGK2XVWY34Q6MAMRHZ,412596TV7NC82RBGNTA0W8JZ,10,35.00,350.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
101,01M0MX49WGK2XVWY34Q6MAMRHZ,416496PKZM0T9NY433H8KP6M,4,30.00,120.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
102,01M0MX49WGK2XVWY34Q6MAMRHZ,416496PKZM0T9NY433H8KP6M,10,30.00,300.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
103,01M0MX49WGPJR6XCMP96QYWQEA,410258ZSW0QAXSVS8S3VV7TE,16,35.00,560.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
104,01M0MX49WGPJR6XCMP96QYWQEA,416496PKZM0T9NY433H8KP6M,3,30.00,90.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
105,01M0MX49WGPJR6XCMP96QYWQEA,4082223DQAKGCJ8P0XHQQNB2,2,112.00,224.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
106,01M0MX49WGP04G7D1E7PFF9CPV,414773WE720HJ0P121AG8FHQ,1,350.00,350.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
107,01M0MX49WGP04G7D1E7PFF9CPV,413521JP1792738MBB68XMK5,8,350.00,2800.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
108,01M0MX49WGP04G7D1E7PFF9CPV,411039DJMEE6FWS52GMATRN7,19,25.00,475.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
109,01M0MX49WGKPT3DHG9C6P02MP4,414773WE720HJ0P121AG8FHQ,19,350.00,6650.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
110,01M0MX49WGKPT3DHG9C6P02MP4,407702R5D86R3CBB81E3X29M,6,350.00,2100.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
111,01M0MX49WGKPT3DHG9C6P02MP4,411921G8X1MT1A4Z5EPH3YP4,17,30.00,510.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
112,01M0MX49WGAXMMHGF41PQJ80Q3,412596TV7NC82RBGNTA0W8JZ,14,35.00,490.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
113,01M0MX49WGT6S76RX79FEY4Y21,4138050CXS9PQSNF661Q1A1F,14,140.00,1960.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
114,01M0MX49WGT6S76RX79FEY4Y21,409892D87XEVH1ZTZXV5F6C1,11,155.00,1705.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
115,01M0MX49WGY85ZGH8Y24V84Z73,41150684MEXX0KJ3HG4B279E,16,30.00,480.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
116,01M0MX49WGY85ZGH8Y24V84Z73,416951J7FD3NBDV1MM1QS36H,13,415.00,5395.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
117,01M0MX49WGDX0JB4TZKZ9W0YHS,409892D87XEVH1ZTZXV5F6C1,9,155.00,1395.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
118,01M0MX49WGEZAPGATCXWV6CCQH,408186TJ449WSVW673RWDK4X,1,30.00,30.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
119,01M0MX49WGEZAPGATCXWV6CCQH,411039DJMEE6FWS52GMATRN7,18,25.00,450.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
120,01M0MX49WG9VVMEZT8R5M2YC3G,408186TJ449WSVW673RWDK4X,12,30.00,360.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
121,01M0MX49WGB0SG0TX4W7SXNY8Z,416496PKZM0T9NY433H8KP6M,2,30.00,60.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
122,01M0MX49WGB0SG0TX4W7SXNY8Z,409339V9MK4RHRG0A0XWT91W,9,485.00,4365.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
123,01M0MX49WGB0SG0TX4W7SXNY8Z,410258ZSW0QAXSVS8S3VV7TE,5,35.00,175.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
124,01M0MX49WGR8JDZFVGN9X5PRR8,411921G8X1MT1A4Z5EPH3YP4,4,30.00,120.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
125,01M0MX49WGR8JDZFVGN9X5PRR8,409420087QNW2D06G06MH7JS,20,350.00,7000.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
126,01M0MX49WGR8JDZFVGN9X5PRR8,4088862F2RR4FH8VD6HQ69ZM,6,350.00,2100.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
133,01M0MX49WGDM8MGA4P9BJM61PC,41511344QHQDJBZ4FRV45NKC,13,350.00,4550.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
134,01M0MX49WGDM8MGA4P9BJM61PC,409339V9MK4RHRG0A0XWT91W,20,485.00,9700.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
135,01M0MX49WGDM8MGA4P9BJM61PC,408186TJ449WSVW673RWDK4X,5,30.00,150.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
136,01M0MX49WG5Q0MMRDZ0KMF4JVJ,409892D87XEVH1ZTZXV5F6C1,17,155.00,2635.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
137,01M0MX49WG5Q0MMRDZ0KMF4JVJ,414773WE720HJ0P121AG8FHQ,1,350.00,350.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
138,01M0MX49WG4K1NVWDKJ2DRDR6V,412596TV7NC82RBGNTA0W8JZ,16,35.00,560.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
139,01M0MX49WG4K1NVWDKJ2DRDR6V,41511344QHQDJBZ4FRV45NKC,15,350.00,5250.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
140,01M0MX49WG4K1NVWDKJ2DRDR6V,410258ZSW0QAXSVS8S3VV7TE,16,35.00,560.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
141,01M0MX49WGAKX9N0JD58TMG4VQ,4162975Y25KN73W7KKDJGX6P,15,245.00,3675.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
142,01M0MX49WGAKX9N0JD58TMG4VQ,409892D87XEVH1ZTZXV5F6C1,7,155.00,1085.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
143,01M0MX49WGAKX9N0JD58TMG4VQ,41085841ZKREWJPCC4PWVWR7,8,15.00,120.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
144,01M0MX49WGY1TBG799FV8JFTPH,407702R5D86R3CBB81E3X29M,11,350.00,3850.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
145,01M0MX49WGY1TBG799FV8JFTPH,411921G8X1MT1A4Z5EPH3YP4,13,30.00,390.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
146,01M0MX49WGN0DWDX68MV289GZS,41511344QHQDJBZ4FRV45NKC,16,350.00,5600.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
147,01M0MX49WGN0DWDX68MV289GZS,407702R5D86R3CBB81E3X29M,5,350.00,1750.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
148,01M0MX49WGN0DWDX68MV289GZS,408186TJ449WSVW673RWDK4X,19,30.00,570.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
149,01M0MX49WGKXD43V1AMW676NYJ,4116065CZMHNTR71A86YWAMC,17,350.00,5950.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
150,01M0MX49WGKXD43V1AMW676NYJ,416496PKZM0T9NY433H8KP6M,1,30.00,30.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
151,01M0MX49WGG6ANY4020E59E15J,41511344QHQDJBZ4FRV45NKC,3,350.00,1050.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
152,01M0MX49WGG6ANY4020E59E15J,411921G8X1MT1A4Z5EPH3YP4,9,30.00,270.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
153,01M0MX49WGG6ANY4020E59E15J,409892D87XEVH1ZTZXV5F6C1,20,155.00,3100.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
156,01M0MX49WGW308AB4DTFW48JT9,4082223DQAKGCJ8P0XHQQNB2,3,112.00,336.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
159,01M0MX49WGPTDR8CVFSQXRD5C9,416951J7FD3NBDV1MM1QS36H,1,415.00,415.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
160,01M0MX49WGPTDR8CVFSQXRD5C9,407702R5D86R3CBB81E3X29M,11,350.00,3850.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
161,01M0MX49WGPTDR8CVFSQXRD5C9,407702R5D86R3CBB81E3X29M,10,350.00,3500.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
162,01M0MX49WGD9DX6KBTAY2NMXK1,4088862F2RR4FH8VD6HQ69ZM,17,350.00,5950.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
166,01M0MX49WGE8DKQN4Z039KC0PT,414773WE720HJ0P121AG8FHQ,15,350.00,5250.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
167,01M0MX49WGE8DKQN4Z039KC0PT,414773WE720HJ0P121AG8FHQ,1,350.00,350.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
168,01M0MX49WGE8DKQN4Z039KC0PT,416496PKZM0T9NY433H8KP6M,10,30.00,300.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
169,01M0MX49WG4QKEHMZ9433HPFAK,4138050CXS9PQSNF661Q1A1F,19,140.00,2660.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
170,01M0MX49WG4QKEHMZ9433HPFAK,416951J7FD3NBDV1MM1QS36H,14,415.00,5810.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
173,01M0MX49WG5EWZDGB1186CBBGZ,412596TV7NC82RBGNTA0W8JZ,10,35.00,350.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
174,01M0MX49WG5EWZDGB1186CBBGZ,41085841ZKREWJPCC4PWVWR7,10,15.00,150.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
175,01M0MX49WGYC4HSB1Z01XJP91K,4162975Y25KN73W7KKDJGX6P,9,245.00,2205.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
176,01M0MX49WGYC4HSB1Z01XJP91K,409420087QNW2D06G06MH7JS,19,350.00,6650.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
177,01M0MX49WGYC4HSB1Z01XJP91K,411039DJMEE6FWS52GMATRN7,2,25.00,50.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
178,01M0MX49WGVYJSX598Q0KYKD7B,4088862F2RR4FH8VD6HQ69ZM,20,350.00,7000.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
179,01M0MX49WGVYJSX598Q0KYKD7B,4138050CXS9PQSNF661Q1A1F,8,140.00,1120.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
183,01M0MX49WGGMS3ZP9RJ2N3QS5S,412596TV7NC82RBGNTA0W8JZ,12,35.00,420.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
184,01M0MX49WGCFTB8CMRTDW11V7C,409892D87XEVH1ZTZXV5F6C1,14,155.00,2170.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
185,01M0MX49WGCFTB8CMRTDW11V7C,417359ZGZV0QNH8M3DEYW8G5,7,350.00,2450.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
186,01M0MX49WGCMWE9D9WSN7X4FGW,408186TJ449WSVW673RWDK4X,17,30.00,510.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
187,01M0MX49WGCMWE9D9WSN7X4FGW,414773WE720HJ0P121AG8FHQ,6,350.00,2100.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
188,01M0MX49WGK3AEFVHW52BX2W2Z,416951J7FD3NBDV1MM1QS36H,11,415.00,4565.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
