id,user_id,account_id,order_date,expected_delivery_date,received_delivery_date,updated_by,status,total_price,created_at,updated_at
01M0MX49WGPMJ4FTANZ7MT6XAZ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-03-04,,,,delivered,5950.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG814XNMC018CHYX46,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-09-04,,,,pending,5950.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWYR86CRZMDF1XGPE,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-11-04,,,,cancelled,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG969VBK4H1RNPS5BY,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-04-17,,,,confirmed,345.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGNSC4GCTGFG32FQTD,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-04-24,,,,delivered,7448.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG1QAG6VY0CSD3PZF7,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-02-05,,,,cancelled,35.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGZ6NNVQY5R9VQVPNJ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-12-05,,,,pending,7150.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG096YYCDHR8FQ8AZ7,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-05-16,,,,confirmed,6250.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG98STFAYJK4DG1FHA,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-05-23,,,,pending,480.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGAJFSTHKRX70PDMQM,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-04-06,,,,delivered,9100.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG0X4BC5YKWPCHZ0DD,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-10-06,,,,delivered,4870.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGPV9KSDY5HAR11JXM,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-12-06,,,,delivered,5250.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG8ZSQZ5BKAQ1V7DA2,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-06-17,,,,delivered,1941.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGQZSW7VBEW5RCJ63V,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-07-07,,,,delivered,3770.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG072P2MSNE2RE86XE,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-12-07,,,,processing,7885.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGXK1XTRWCF0JQM87E,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-07-23,,,,confirmed,2450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWSR9QFS1RHNNGGAC,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-03-08,,,,pending,3755.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG48YD363J10SVCE5P,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-10-08,,,,cancelled,6890.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGH6J8W1SY226FFEZK,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-08-13,,,,confirmed,270.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG5MTPAQY6XHA4D8KT,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-08-17,,,,confirmed,350.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG90CSK3XEVVX6KP5C,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-06-09,,,,delivered,160.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWB0XR5F6GQN8V25J,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-12-09,,,,pending,3135.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6GSNAGWBY8CH84SD,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-09-25,,,,cancelled,7700.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGRFEZS2AH2S98HNRN,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-01-10,,,,cancelled,2450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGARNRH43TXZCAF1NT,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-08-10,,,,delivered,2100.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWENBEG6F23SR0S68,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-10-15,,,,pending,450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG52P5Q87XPBFPHWBJ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-10-23,,,,delivered,9450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGBCF37W3Y4XEHEWSK,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-02-11,,,,processing,4200.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGK2XVWY34Q6MAMRHZ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-07-11,,,,delivered,770.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGPJR6XCMP96QYWQEA,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-11-14,,,,cancelled,874.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGP04G7D1E7PFF9CPV,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-11-19,,,,delivered,3625.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGKPT3DHG9C6P02MP4,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-11-25,,,,cancelled,9260.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGAXMMHGF41PQJ80Q3,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-04-12,,,,delivered,490.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGT6S76RX79FEY4Y21,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-09-12,,,,cancelled,3665.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGY85ZGH8Y24V84Z73,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-11-12,,,,delivered,5875.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGDX0JB4TZKZ9W0YHS,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-12-20,,,,pending,1395.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGEZAPGATCXWV6CCQH,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14KMGR1H2QPNVXB420,2020-12-23,,,,pending,480.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG9VVMEZT8R5M2YC3G,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-04-01,,,,processing,360.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGB0SG0TX4W7SXNY8Z,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-10-01,,,,delivered,4600.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGR8JDZFVGN9X5PRR8,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-01-13,,,,processing,9220.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGDM8MGA4P9BJM61PC,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-04-02,,,,confirmed,14400.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG5Q0MMRDZ0KMF4JVJ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-06-02,,,,confirmed,2985.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG4K1NVWDKJ2DRDR6V,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-02-13,,,,delivered,6370.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGAKX9N0JD58TMG4VQ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-02-18,,,,confirmed,4880.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGY1TBG799FV8JFTPH,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-02-25,,,,processing,4240.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGN0DWDX68MV289GZS,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-04-03,,,,cancelled,7920.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGKXD43V1AMW676NYJ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-08-03,,,,delivered,5980.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGG6ANY4020E59E15J,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-12-03,,,,processing,4420.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGW308AB4DTFW48JT9,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-03-24,,,,delivered,336.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGPTDR8CVFSQXRD5C9,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-06-04,,,,processing,7765.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGD9DX6KBTAY2NMXK1,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-04-13,,,,processing,5950.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGE8DKQN4Z039KC0PT,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-02-05,,,,confirmed,5900.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG4QKEHMZ9433HPFAK,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-10-05,,,,confirmed,8470.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG5EWZDGB1186CBBGZ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-05-17,,,,processing,500.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGYC4HSB1Z01XJP91K,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-05-21,,,,cancelled,8905.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGVYJSX598Q0KYKD7B,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-05-06,,,,delivered,8120.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGGMS3ZP9RJ2N3QS5S,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-06-13,,,,delivered,420.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGCFTB8CMRTDW11V7C,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-06-17,,,,pending,4620.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGCMWE9D9WSN7X4FGW,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-06-22,,,,delivered,2610.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGK3AEFVHW52BX2W2Z,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-03-07,,,,delivered,9815.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG2VEM844BH9YSMAWE,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-06-07,,,,pending,325.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGSSZ2W091FM76JZE6,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-07-15,,,,processing,3290.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGJ9QGX5T85XAKV115,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-07-19,,,,processing,4880.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGACSBHF2VXE66J891,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-07-21,,,,delivered,7385.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG23ND8A517DSTQNPF,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-05-08,,,,confirmed,5250.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6FPPPVS0GCB7BXCZ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-11-08,,,,confirmed,7700.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGM74AVSW5DBFW52V1,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-08-17,,,,processing,1020.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGY2GJ95N8QCDTAMGP,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-08-22,,,,delivered,7868.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGQAJZPYV6SZMV47SY,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-03-09,,,,confirmed,8400.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGY1ZQWB8AK195NFVT,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-10-09,,,,delivered,4425.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGXKB3C4T9JSE63CMK,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-09-14,,,,pending,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGC6266VSJCB0G1AWB,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-09-16,,,,pending,1995.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWQ6BDMEBZBHKHQKZ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-09-21,,,,delivered,13870.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGCBEY9QRPXQ4QYSEG,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-05-10,,,,pending,6300.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG61EFKXDDJ3QCNFRP,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-08-10,,,,delivered,25.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGM38C4WMQ5JQE9CD1,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-12-10,,,,pending,385.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG38NFG93S4ZNVJDC2,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-10-16,,,,confirmed,4900.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG2MV8XQ4FMD82GHVK,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-10-25,,,,pending,450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG7QDXJZKJJH6Z6S49,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-07-11,,,,cancelled,425.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG65BRX0CC0QHN9A7V,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-11-19,,,,processing,450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGDSA5YWSS7ZRNT4SD,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-11-21,,,,delivered,2310.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGAK3M7ZJJX07KA476,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-12-12,,,,processing,330.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGGBZABQ5SY31H6VSW,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-12-19,,,,processing,4405.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6GBQAF7BGH9XTYMD,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW143DR9TSRKKQDPRDKM,2020-12-23,,,,cancelled,6040.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGEVBNN8GR7QSTQ2TH,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-01-01,,,,delivered,12950.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGM84BF1SMZX9A508M,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-01-15,,,,confirmed,595.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG4252M0EQ8QBY6C5T,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-01-17,,,,confirmed,3920.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGXZGSE6CJ5W6X8KH2,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-01-23,,,,pending,820.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGVZXA01N0CB9JJXRE,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-08-02,,,,delivered,3960.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGN8MPE73ZYT2HWRDX,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-02-16,,,,delivered,3430.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG5YB59TWGVXDSWZHQ,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-02-24,,,,confirmed,5265.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGGD30RGZBZE48RNC3,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-01-03,,,,delivered,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG899B59DPMKAS3Q80,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-06-03,,,,delivered,1020.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGCP5G7E6SA4CSYT7F,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-03-14,,,,processing,120.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGE1RGPWEHV08AM5SA,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-03-18,,,,processing,985.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG7XKZ335GVP0F0BPP,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-03-23,,,,pending,2674.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG70DRF21ET81FBM0J,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-03-04,,,,cancelled,3500.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGMMR6KVVA9H6VVTRK,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-08-04,,,,pending,4730.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGW1JP4PT348QNCJTN,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-04-15,,,,delivered,9870.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGF9BWPG037F8DW7S4,01KZRW48771BV67J8RNDGKP3AK,01KZRRGW14MXEWF9HMYNXVS5ER,2020-03-05,,,,confirmed,8060.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
